Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
448,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,eng Premier League,29,1989,36,35,3096,34.4,3,0,3,0,0,2,0,0.09,0,0.09,0.09,0.09,1.8,1.8,0.4,2.3,0.05,0.01,0.07,0.05,0.07
449,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,FWMF,Wolves,eng Premier League,24,1993,23,6,693,7.7,3,1,3,0,0,1,0,0.39,0.13,0.52,0.39,0.52,2.2,2.2,1.5,3.7,0.29,0.2,0.48,0.29,0.48
450,Edinson Cavani\Edinson-Cavani,uy URU,FW,Paris S-G,fr Ligue 1,31,1987,21,20,1671,18.6,18,5,14,4,5,1,0,0.97,0.27,1.24,0.75,1.02,16.6,12.8,2.5,15.2,0.89,0.13,1.02,0.69,0.82
451,Santi Cazorla\Santi-Cazorla,es ESP,MFFW,Villarreal,es La Liga,33,1984,35,30,2647,29.4,4,10,2,2,3,2,0,0.14,0.34,0.48,0.07,0.41,4.3,2,6.7,8.8,0.15,0.23,0.38,0.07,0.3
452,Dani Ceballos\Dani-Ceballos,es ESP,MFFW,Real Madrid,es La Liga,21,1996,23,13,1248,13.9,3,0,3,0,0,3,0,0.22,0,0.22,0.22,0.22,2.3,2.3,1.7,4,0.16,0.12,0.29,0.16,0.29
453,Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Fiorentina,it Serie A,26,1992,15,11,994,11,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.01,0.02,0.02,0.01,0.02
454,Petr Čech\Petr-Cech,cz CZE,GK,Arsenal,eng Premier League,36,1982,7,7,584,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Žan Celar\Zan-Celar,si SVN,FW,Roma,it Serie A,19,1999,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Zeki Çelik\Zeki-Celik,tr TUR,DF,Lille,fr Ligue 1,21,1997,34,34,2971,33,1,5,1,0,0,5,1,0.03,0.15,0.18,0.03,0.18,1.2,1.2,2.7,3.9,0.04,0.08,0.12,0.04,0.12
457,Álex Centelles\Alex-Centelles,es ESP,DF,Udinese,it Serie A,20,1997,8,6,583,6.5,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,,,,
458,Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,it Serie A,28,1989,24,24,2051,22.8,2,1,2,0,0,6,2,0.09,0.04,0.13,0.09,0.13,1.6,1.6,0.5,2.1,0.07,0.02,0.09,0.07,0.09
459,Fabio Ceravolo\Fabio-Ceravolo,it ITA,FW,Parma,it Serie A,31,1987,25,12,1185,13.2,2,0,1,1,2,1,0,0.15,0,0.15,0.08,0.08,3.6,2.1,0.6,2.7,0.27,0.05,0.32,0.16,0.2
460,Alberto Cerri\Alberto-Cerri,it ITA,FW,Cagliari,it Serie A,22,1996,15,7,670,7.4,0,0,0,0,0,3,0,0,0,0,0,0,1.8,1.8,0.9,2.6,0.24,0.12,0.36,0.24,0.36
461,Boštjan Cesar\Bostjan-Cesar,si SVN,DF,Chievo,it Serie A,36,1982,14,11,1079,12,1,0,1,0,0,3,0,0.08,0,0.08,0.08,0.08,0.2,0.2,0,0.2,0.01,0,0.01,0.01,0.01
462,Nacer Chadli\Nacer-Chadli,be BEL,MFFW,Monaco,fr Ligue 1,28,1989,16,9,691,7.7,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.02,0.04,0.06,0.02,0.06
463,Fouad Chafik\Fouad-Chafik,ma MAR,DF,Dijon,fr Ligue 1,31,1986,21,21,1847,20.5,0,2,0,0,0,2,0,0,0.1,0.1,0,0.1,0.3,0.3,1.6,1.9,0.01,0.08,0.09,0.01,0.09
464,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MFFW,Watford,eng Premier League,23,1994,9,3,270,3,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.05,0,0.05,0.05,0.05
465,Calum Chambers\Calum-Chambers,eng ENG,MFDF,Fulham,eng Premier League,23,1995,31,29,2588,28.8,2,0,2,0,0,9,0,0.07,0,0.07,0.07,0.07,2.2,2.2,0.7,2.9,0.08,0.02,0.1,0.08,0.1
466,Timothy Chandler\Timothy-Chandler,us USA,FW,Eint Frankfurt,de Bundesliga,28,1990,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.18,0,0.18
467,Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,FWMF,Dijon,fr Ligue 1,24,1994,19,10,938,10.4,2,0,2,0,0,1,0,0.19,0,0.19,0.19,0.19,2.3,2.3,0.6,2.9,0.22,0.06,0.28,0.22,0.28
468,Charles\Charles,br BRA,FW,Eibar,es La Liga,34,1984,34,17,1739,19.3,14,1,8,6,7,4,0,0.72,0.05,0.78,0.41,0.47,11.6,6.3,1,7.3,0.6,0.05,0.65,0.33,0.38
469,Xavier Chavalerin\Xavier-Chavalerin,fr FRA,MF,Reims,fr Ligue 1,27,1991,36,36,3240,36,2,2,2,0,0,8,0,0.06,0.06,0.11,0.06,0.11,1,1,4.1,5.1,0.03,0.11,0.14,0.03,0.14
470,Pablo Chavarría\Pablo-Chavarria,ar ARG,FW,Reims,fr Ligue 1,30,1988,30,23,1973,21.9,5,3,5,0,0,3,0,0.23,0.14,0.36,0.23,0.36,6.5,6.5,1.9,8.4,0.3,0.09,0.38,0.3,0.38
471,Chechu\Chechu,es ESP,DF,Rayo Vallecano,es La Liga,36,1982,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,Lyon,fr Ligue 1,20,1997,12,5,454,5,0,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.08,0.02,0.1,0.08,0.1
473,Chema\Chema,es ESP,DF,Levante,es La Liga,26,1992,19,13,1254,13.9,2,0,2,0,0,7,0,0.14,0,0.14,0.14,0.14,0.6,0.6,0.1,0.7,0.04,0.01,0.05,0.04,0.05
474,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,Valencia,es La Liga,27,1990,27,19,1706,19,2,2,2,0,0,2,0,0.11,0.11,0.21,0.11,0.21,3.3,3.3,6.7,10,0.17,0.36,0.53,0.17,0.53
475,Raman Chibsah\Raman-Chibsah,gh GHA,MF,Frosinone,it Serie A,25,1993,32,30,2622,29.1,1,0,1,0,0,5,0,0.03,0,0.03,0.03,0.03,2.7,2.7,0.6,3.3,0.09,0.02,0.11,0.09,0.11
476,Leandro Chichizola\Leandro-Chichizola,ar ARG,GK,Getafe,es La Liga,28,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,it Serie A,33,1984,25,22,1991,22.1,1,1,1,0,0,3,0,0.05,0.05,0.09,0.05,0.09,1.4,1.4,0.3,1.7,0.06,0.01,0.08,0.06,0.08
478,Federico Chiesa\Federico-Chiesa,it ITA,FWMF,Fiorentina,it Serie A,20,1997,37,34,3034,33.7,6,3,6,0,0,4,0,0.18,0.09,0.27,0.18,0.27,9.4,9.4,5.6,15.1,0.28,0.17,0.45,0.28,0.45
479,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,eng Premier League,21,1996,36,36,3240,36,0,4,0,0,0,4,0,0,0.11,0.11,0,0.11,0.8,0.8,3,3.9,0.02,0.08,0.11,0.02,0.11
480,Vlad Chiricheș\Vlad-Chiriches,ro ROU,DF,Napoli,it Serie A,28,1989,3,3,147,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.14,0,0.14,0.14,0.14
481,Tahith Chong\Tahith-Chong,nl NED,FW,Manchester Utd,eng Premier League,18,1999,2,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.18,0,0.18,0.18,0.18
482,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,eng Premier League,20,1997,9,7,595,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0.06,0.07,0.13,0.06,0.13
483,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,eng Premier League,22,1996,8,6,617,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Cyrus Christie\Cyrus-Christie,ie IRL,DF,Fulham,eng Premier League,25,1992,28,19,1948,21.6,0,1,0,0,0,7,0,0,0.05,0.05,0,0.05,0.5,0.5,1.4,1.9,0.02,0.07,0.09,0.02,0.09
485,Samuel Chukwueze\Samuel-Chukwueze,ng NGA,FWMF,Villarreal,es La Liga,19,1999,26,19,1706,19,5,2,5,0,0,2,0,0.26,0.11,0.37,0.26,0.37,5.2,5.2,1.5,6.8,0.28,0.08,0.36,0.28,0.36
486,Camillo Ciano\Camillo-Ciano,it ITA,FWMF,Frosinone,it Serie A,28,1990,33,28,2454,27.3,7,4,5,2,3,12,0,0.26,0.15,0.4,0.18,0.33,6.4,4.2,5.6,9.7,0.24,0.2,0.44,0.15,0.36
487,Amato Ciciretti\Amato-Ciciretti,it ITA,FWMF,Parma,it Serie A,24,1993,6,1,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.11,0.09,0.2,0.11,0.2
488,Luca Cigarini\Luca-Cigarini,it ITA,MF,Cagliari,it Serie A,32,1986,25,20,1682,18.7,0,2,0,0,0,9,0,0,0.11,0.11,0,0.11,0.5,0.5,2.4,3,0.03,0.13,0.16,0.03,0.16
489,Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,31,1987,16,12,997,11.1,0,1,0,0,0,3,0,0,0.09,0.09,0,0.09,0.7,0.7,0.4,1.1,0.06,0.04,0.1,0.06,0.1
490,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Barcelona,es La Liga,29,1989,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Laurent Ciman\Laurent-Ciman,be BEL,DF,Dijon,fr Ligue 1,32,1985,9,7,717,8,0,0,0,0,0,3,0,0,0,0,0,0,0.3,0.3,0.3,0.6,0.03,0.04,0.07,0.03,0.07
492,Daniel Ciofani\Daniel-Ciofani,it ITA,FW,Frosinone,it Serie A,33,1985,31,17,1618,18,5,2,3,2,2,1,0,0.28,0.11,0.39,0.17,0.28,5.2,3.7,1.3,5,0.29,0.07,0.36,0.21,0.28
493,Thiago Cionek\Thiago-Cionek,pl POL,DF,SPAL,it Serie A,32,1986,31,29,2542,28.2,0,3,0,0,0,12,2,0,0.11,0.11,0,0.11,0.5,0.5,0.8,1.3,0.02,0.03,0.05,0.02,0.05
494,Ibrahima Cissé\Ibrahima-Cisse,gn GUI,MFFW,Fulham,eng Premier League,24,1994,3,1,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,Till Cissokho\Till-Cissokho,fr FRA,DF,Bordeaux,fr Ligue 1,18,2000,1,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.07,0.07,0,0.07
496,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,eng Premier League,28,1989,11,9,858,9.5,3,0,3,0,0,1,0,0.31,0,0.31,0.31,0.31,0.4,0.4,0.4,0.7,0.04,0.04,0.08,0.04,0.08
497,Tom Cleverley\Tom-Cleverley,eng ENG,MFFW,Watford,eng Premier League,28,1989,13,4,478,5.3,1,0,1,0,0,2,0,0.19,0,0.19,0.19,0.19,0.2,0.2,0,0.2,0.04,0,0.04,0.04,0.04
498,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Bournemouth,eng Premier League,27,1991,14,13,1143,12.7,0,1,0,0,0,2,0,0,0.08,0.08,0,0.08,0.3,0.3,0.2,0.5,0.02,0.02,0.04,0.02,0.04
499,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Liverpool,eng Premier League,27,1991,4,1,111,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04
500,Conor Coady\Conor-Coady,eng ENG,DF,Wolves,eng Premier League,25,1993,38,38,3420,38,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Marcus Coco\Marcus-Coco,fr FRA,FWMF,Guingamp,fr Ligue 1,22,1996,33,21,1840,20.4,1,2,1,0,0,3,1,0.05,0.1,0.15,0.05,0.15,2.4,2.4,1.3,3.7,0.12,0.06,0.18,0.12,0.18
502,Coke\Coke,es ESP,DF,Levante,es La Liga,31,1987,27,19,1817,20.2,4,0,4,0,0,5,1,0.2,0,0.2,0.2,0.2,1.2,1.2,1.5,2.7,0.06,0.07,0.13,0.06,0.13
503,Joel Coleman\Joel-Coleman,eng ENG,GK,Huddersfield,eng Premier League,22,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,eng Premier League,29,1988,29,29,2558,28.4,2,2,2,0,0,1,0,0.07,0.07,0.14,0.07,0.14,1.2,1.2,2.3,3.5,0.04,0.08,0.12,0.04,0.12
505,Álex Collado\Alex-Collado,es ESP,FW,Barcelona,es La Liga,19,1999,1,0,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.13,0,0.13,0.13,0.13
506,Omar Colley\Omar-Colley,gm GAM,DF,Sampdoria,it Serie A,25,1992,21,21,1762,19.6,0,0,0,0,0,1,1,0,0,0,0,0,0.7,0.7,0,0.7,0.03,0,0.04,0.03,0.04
507,Racine Coly\Racine-Coly,sn SEN,DFMF,Nice,fr Ligue 1,22,1995,9,6,503,5.6,0,1,0,0,0,2,0,0,0.18,0.18,0,0.18,0.2,0.2,0.2,0.4,0.04,0.03,0.07,0.04,0.07
508,Kingsley Coman\Kingsley-Coman,fr FRA,FWMF,Bayern Munich,de Bundesliga,22,1996,21,17,1378,15.3,6,4,6,0,0,2,0,0.39,0.26,0.65,0.39,0.65,3.8,3.8,3.4,7.2,0.25,0.22,0.47,0.25,0.47
509,Santi Comesaña\Santi-Comesana,es ESP,MF,Rayo Vallecano,es La Liga,21,1996,25,23,2032,22.6,1,1,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,0.8,0.8,0.3,1.1,0.03,0.01,0.05,0.03,0.05
510,Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,fr Ligue 1,33,1985,37,37,3292,36.6,2,2,2,0,0,5,1,0.05,0.05,0.11,0.05,0.11,1.7,1.7,0.7,2.4,0.05,0.02,0.07,0.05,0.07
511,Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,it Serie A,31,1987,36,36,3213,35.7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Andrea Conti\Andrea-Conti,it ITA,DF,Milan,it Serie A,24,1994,12,4,500,5.6,0,2,0,0,0,3,0,0,0.36,0.36,0,0.36,0,0,1.4,1.4,0,0.24,0.24,0,0.24
513,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,eng Premier League,21,1997,13,8,723,8,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02
514,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,eng Premier League,27,1991,31,31,2786,31,1,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,1.1,1.1,1.2,2.2,0.03,0.04,0.07,0.03,0.07
515,Duje Čop\Duje-Cop,hr CRO,FW,Valladolid,es La Liga,28,1990,18,6,687,7.6,0,0,0,0,0,2,0,0,0,0,0,0,2.8,2.8,1.2,3.9,0.36,0.15,0.52,0.36,0.52
516,Francis Coquelin\Francis-Coquelin,fr FRA,MF,Valencia,es La Liga,27,1991,26,20,1761,19.6,0,1,0,0,0,5,0,0,0.05,0.05,0,0.05,0.4,0.4,0.7,1.1,0.02,0.04,0.06,0.02,0.06
517,Gabriele Corbo\Gabriele-Corbo,it ITA,DF,Bologna,it Serie A,18,2000,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Iñigo Córdoba\Inigo-Cordoba,es ESP,FW,Athletic Club,es La Liga,21,1997,23,15,1321,14.7,0,4,0,0,0,3,0,0,0.27,0.27,0,0.27,1.3,1.3,1.1,2.4,0.09,0.07,0.16,0.09,0.16
519,Sergio Córdova\Sergio-Cordova,ve VEN,FW,Augsburg,de Bundesliga,20,1997,20,3,531,5.9,3,0,3,0,0,1,0,0.51,0,0.51,0.51,0.51,1.5,1.5,0.2,1.7,0.25,0.03,0.28,0.25,0.28
520,Benjamin Corgnet\Benjamin-Corgnet,fr FRA,MFFW,Strasbourg,fr Ligue 1,31,1987,17,6,671,7.5,1,2,1,0,0,0,0,0.13,0.27,0.4,0.13,0.4,1.9,1.9,0.8,2.7,0.25,0.11,0.36,0.25,0.36
521,Ante Ćorić\Ante-Coric,hr CRO,MF,Roma,it Serie A,21,1997,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.04,0.29,0.33,0.04,0.33
522,Jack Cork\Jack-Cork,eng ENG,MF,Burnley,eng Premier League,29,1989,37,37,3312,36.8,1,2,1,0,0,6,0,0.03,0.05,0.08,0.03,0.08,1.7,1.7,1.6,3.3,0.05,0.04,0.09,0.05,0.09
523,Andreas Cornelius\Andreas-Cornelius,dk DEN,FW,Bordeaux,fr Ligue 1,25,1993,20,6,792,8.8,3,1,3,0,0,4,0,0.34,0.11,0.45,0.34,0.45,2,2,0.6,2.6,0.23,0.07,0.3,0.23,0.3
524,Maxwel Cornet\Maxwel-Cornet,ci CIV,FW,Lyon,fr Ligue 1,21,1996,27,12,1281,14.2,7,5,7,0,0,2,0,0.49,0.35,0.84,0.49,0.84,6.9,6.9,3.9,10.9,0.49,0.28,0.77,0.49,0.77
525,Quentin Cornette\Quentin-Cornette,fr FRA,MFFW,Amiens,fr Ligue 1,24,1994,5,3,209,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.16,0,0.16,0.16,0.16
526,Ángel Correa\Angel-Correa,ar ARG,MFFW,Atlético Madrid,es La Liga,23,1995,36,20,1919,21.3,3,2,3,0,0,7,1,0.14,0.09,0.23,0.14,0.23,2.2,2.2,4.4,6.6,0.1,0.21,0.31,0.1,0.31
527,Joaquín Correa\Joaquin-Correa,ar ARG,FWMF,Lazio,it Serie A,23,1994,34,18,1927,21.4,5,6,5,0,0,5,0,0.23,0.28,0.51,0.23,0.51,7,7,5.1,12.1,0.33,0.24,0.57,0.33,0.57
528,Danny da Costa\Danny-da-Costa,de GER,DFMF,Eint Frankfurt,de Bundesliga,25,1993,34,34,3033,33.7,2,4,2,0,0,1,0,0.06,0.12,0.18,0.06,0.18,3,3,3.9,6.9,0.09,0.11,0.2,0.09,0.2
529,Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,es La Liga,29,1988,16,14,1112,12.4,2,2,2,0,0,4,1,0.16,0.16,0.32,0.16,0.32,1.6,1.6,1.7,3.3,0.13,0.14,0.26,0.13,0.26
530,Douglas Costa\Douglas-Costa,br BRA,FWMF,Juventus,it Serie A,27,1990,17,7,621,6.9,1,0,1,0,0,2,1,0.14,0,0.14,0.14,0.14,0.7,0.7,1.8,2.5,0.11,0.26,0.37,0.11,0.37
531,Filippo Costa\Filippo-Costa,it ITA,MFDF,SPAL,it Serie A,23,1995,9,6,564,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,0.05,0.08,0.13,0.05,0.13
532,Hélder Costa\Helder-Costa,pt POR,FWMF,Wolves,eng Premier League,24,1994,25,16,1341,14.9,1,2,1,0,0,3,0,0.07,0.13,0.2,0.07,0.2,2.4,2.4,1.6,4,0.16,0.11,0.27,0.16,0.27
533,Jaume Costa\Jaume-Costa,es ESP,DF,Villarreal,es La Liga,30,1988,21,18,1495,16.6,1,0,1,0,0,6,0,0.06,0,0.06,0.06,0.06,0.6,0.6,0.8,1.4,0.04,0.05,0.09,0.04,0.09
534,Nuno da Costa\Nuno-da-Costa,cv CPV,FW,Strasbourg,fr Ligue 1,27,1991,34,22,2052,22.8,8,5,7,1,1,3,0,0.35,0.22,0.57,0.31,0.53,5.7,4.9,3.2,8.2,0.25,0.14,0.39,0.22,0.36
535,David Costas\David-Costas,es ESP,DF,Celta Vigo,es La Liga,23,1995,15,13,1173,13,0,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01
536,Benoît Costil\Benoit-Costil,fr FRA,GK,Bordeaux,fr Ligue 1,31,1987,37,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0
537,Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,26,1991,32,19,1751,19.5,8,2,7,1,1,6,1,0.41,0.1,0.51,0.36,0.46,7.9,7.1,1.3,8.4,0.41,0.07,0.47,0.37,0.43
538,Senou Coulibaly\Senou-Coulibaly,ml MLI,DFMF,Dijon,fr Ligue 1,23,1994,9,6,411,4.6,1,0,1,0,0,1,1,0.22,0,0.22,0.22,0.22,0.1,0.1,0.4,0.5,0.03,0.09,0.12,0.03,0.12
539,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,es La Liga,26,1992,27,27,2430,27,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,Barcelona,es La Liga,26,1992,34,22,2018,22.4,5,2,5,0,0,2,0,0.22,0.09,0.31,0.22,0.31,7.1,7.1,3.5,10.6,0.32,0.16,0.47,0.32,0.47
541,Nicolas Cozza\Nicolas-Cozza,fr FRA,DF,Montpellier,fr Ligue 1,19,1999,12,11,984,10.9,0,1,0,0,0,0,0,0,0.09,0.09,0,0.09,0,0,0.4,0.4,0,0.04,0.04,0,0.04
542,Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,it Serie A,24,1994,38,38,3420,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,eng Premier League,28,1989,20,18,1589,17.7,0,1,0,0,0,1,0,0,0.06,0.06,0,0.06,0.5,0.5,1.1,1.6,0.03,0.06,0.09,0.03,0.09
544,Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,it Serie A,31,1986,35,35,3070,34.1,2,4,1,1,1,12,1,0.06,0.12,0.18,0.03,0.15,1.7,0.9,3.8,4.7,0.05,0.11,0.16,0.03,0.14
545,Lorenzo Crisetig\Lorenzo-Crisetig,it ITA,MF,Frosinone,it Serie A,25,1993,8,5,507,5.6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.04,0.04,0,0.04
546,Bryan Cristante\Bryan-Cristante,it ITA,MF,Roma,it Serie A,23,1995,35,26,2425,26.9,4,3,4,0,0,10,0,0.15,0.11,0.26,0.15,0.26,4,4,1.5,5.5,0.15,0.05,0.2,0.15,0.2
547,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MFFW,Getafe,es La Liga,24,1993,15,4,450,5,0,2,0,0,0,3,0,0,0.4,0.4,0,0.4,0,0,0.5,0.5,0,0.09,0.1,0,0.1
548,Enzo Crivelli\Enzo-Crivelli,fr FRA,FW,Caen,fr Ligue 1,23,1995,33,28,2260,25.1,6,1,6,0,0,7,0,0.24,0.04,0.28,0.24,0.28,5.4,5.4,0.8,6.2,0.22,0.03,0.25,0.22,0.25
549,Peter Crouch\Peter-Crouch,eng ENG,FW,Burnley,eng Premier League,37,1981,6,0,92,1,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0,0.4,0.36,0,0.36,0.36,0.36
550,Alessio da Cruz\Alessio-da-Cruz,nl NED,FWMF,Parma,it Serie A,21,1997,3,1,144,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02
551,Juan Cuadrado\Juan-Cuadrado,co COL,MFDF,Juventus,it Serie A,30,1988,18,14,1220,13.6,1,2,1,0,0,4,0,0.07,0.15,0.22,0.07,0.22,1.2,1.2,1.8,3,0.09,0.13,0.22,0.09,0.22
552,Cucho\Cucho,co COL,FW,Huesca,es La Liga,19,1999,34,25,2150,23.9,4,3,2,2,2,6,0,0.17,0.13,0.29,0.08,0.21,10,8.5,2,10.5,0.42,0.09,0.5,0.35,0.44
553,Marc Cucurella\Marc-Cucurella,es ESP,MFFW,Eibar,es La Liga,20,1998,31,26,2354,26.2,1,2,1,0,0,6,0,0.04,0.08,0.11,0.04,0.11,1.8,1.8,3.4,5.2,0.07,0.13,0.2,0.07,0.2
554,Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Leganés,es La Liga,34,1984,34,34,3055,33.9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,Mickaël Cuisance\Mickael-Cuisance,fr FRA,MF,M'Gladbach,de Bundesliga,18,1999,11,1,279,3.1,0,1,0,0,0,3,0,0,0.32,0.32,0,0.32,0.4,0.4,0.1,0.5,0.14,0.03,0.17,0.14,0.17
556,Matheus Cunha\Matheus-Cunha,br BRA,FWMF,RB Leipzig,de Bundesliga,19,1999,25,9,853,9.5,2,0,2,0,0,1,0,0.21,0,0.21,0.21,0.21,3.5,3.5,0.9,4.4,0.37,0.1,0.46,0.37,0.46
557,Greg Cunningham\Greg-Cunningham,ie IRL,DF,Cardiff City,eng Premier League,27,1991,7,7,630,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.02,0.03,0,0.03
558,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Milan,it Serie A,20,1998,34,12,1457,16.2,3,2,3,0,0,2,0,0.19,0.12,0.31,0.19,0.31,4.1,4.1,2.5,6.6,0.25,0.15,0.41,0.25,0.41
559,Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Nice,fr Ligue 1,23,1995,29,27,2360,26.2,4,1,3,1,2,2,1,0.15,0.04,0.19,0.11,0.15,5,3.5,3.8,7.3,0.19,0.15,0.34,0.13,0.28
560,Marco D'Alessandro\Marco-DAlessandro,it ITA,DFMF,Udinese,it Serie A,27,1991,24,16,1495,16.6,0,2,0,0,0,3,0,0,0.12,0.12,0,0.12,0.8,0.7,1.6,2.3,0.05,0.1,0.14,0.04,0.14
561,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,29,1988,30,29,2579,28.7,2,5,2,0,0,6,0,0.07,0.17,0.24,0.07,0.24,2.3,2.3,4,6.3,0.08,0.14,0.22,0.08,0.22
